date,name,value
1/1/2013,Danone,7968
1/1/2013,Colgate,7833
1/1/2013,Audi,7767
1/1/2013,Facebook,7732
1/1/2013,Heinz,7648
1/1/2013,Herm??s,7616
1/1/2013,adidas,7535
1/1/2013,Nestl??,7527
1/1/2013,Nokia,7444
1/1/2013,Caterpillar,7125
1/1/2013,AXA,7096
1/1/2013,Cartier,6897
1/1/2013,Dell,6845
1/1/2013,Xerox,6779
1/1/2013,Allianz,6710
1/1/2013,Porsche,6471
1/1/2013,Nissan,6203
1/1/2013,KFC,6192
1/1/2013,Nintendo,6086
1/1/2013,Panasonic,5821
1/1/2013,Sprite,5811
1/1/2013,Discovery,5756
1/1/2013,Morgan Stanley,5724
1/1/2013,Prada,5570
1/1/2013,Shell,5535
1/1/2013,Visa,5465
1/1/2013,Tiffany & Co.,5440
1/1/2013,3M,5413
1/1/2013,Burberry,5189
1/1/2013,MTV,4980
1/1/2013,Adobe,4899
1/1/2013,John Deere,4865
1/1/2013,Johnson & Johnson,4777
1/1/2013,Johnnie Walker,4745
1/1/2013,Kia,4708
1/1/2013,Banco Santander,4660
1/1/2013,Duracell,4645
1/1/2013,Jack Daniel's,4642
1/1/2013,Avon,4610
1/1/2013,Ralph Lauren,4584
1/1/2013,Chevrolet,4578
1/1/2013,Kleenex,4428
1/1/2013,Starbucks,4399
1/1/2013,Heineken,4331
1/1/2013,Corona,4276
1/1/2013,Pizza Hut,4269
1/1/2013,Smirnoff,4262
1/1/2013,Harley-Davidson,4230
1/1/2013,Mastercard,4206
1/1/2013,Ferrari,4013
1/1/2013,Mo?®t & Chandon,3943
1/1/2013,Gap,3920
1/1/2014,Apple,118863
1/1/2014,Google,107439
1/1/2014,Coca-Cola,81563
1/1/2014,IBM,72244
1/1/2014,Microsoft,61154
1/1/2014,GE,45480
1/1/2014,Samsung,45462
1/1/2014,Toyota,42392
1/1/2014,McDonald's,42254
1/1/2014,Mercedes-Benz,34338
1/1/2014,BMW,34214
1/1/2014,Intel,34153
1/1/2014,Disney,32223
1/1/2014,Cisco,30936
1/1/2014,Amazon,29478
1/1/2014,Oracle,25980
1/1/2014,HP,23758
1/1/2014,Gillette,22845
1/1/2014,Louis Vuitton,22552
1/1/2014,Honda,21673
1/1/2014,H&M,21083
1/1/2014,Nike,19875
1/1/2014,American Express,19510
1/1/2014,Pepsi,19119
1/1/2014,SAP,17340
1/1/2014,IKEA,15885
1/1/2014,UPS,14470
1/1/2014,eBay,14358
1/1/2014,Facebook,14349
1/1/2014,Pampers,14078
1/1/2014,Volkswagen,13716
1/1/2014,Kellogg's,13442
1/1/2014,HSBC,13142
1/1/2014,Budweiser,13024
1/1/2014,J.P. Morgan,12456
1/1/2014,Zara,12126
1/1/2014,Canon,11702
1/1/2014,NESCAF??,11406
1/1/2014,Ford,10876
1/1/2014,Hyundai,10409
1/1/2014,Gucci,10385
1/1/2014,Philips,10264
1/1/2014,L'Or??al,10162
1/1/2014,Accenture,9882
1/1/2014,Audi,9831
1/1/2014,Herm??s,8977
1/1/2014,Goldman Sachs,8758
1/1/2014,Citi,8737
1/1/2014,Siemens,8672
1/1/2014,Colgate,8215
1/1/2014,Danone,8205
1/1/2014,Sony,8133
1/1/2014,AXA,8120
1/1/2014,Nestl??,8000
1/1/2014,Allianz,7702
1/1/2014,Nissan,7623
1/1/2014,Thomson Reuters,7472
1/1/2014,Cartier,7449
1/1/2014,adidas,7378
1/1/2014,Porsche,7171
1/1/2014,Caterpillar,6812
1/1/2014,Xerox,6641
1/1/2014,Morgan Stanley,6334
1/1/2014,Panasonic,6303
1/1/2014,Shell,6288
1/1/2014,3M,6177
1/1/2014,Discovery,6143
1/1/2014,KFC,6059
1/1/2014,Visa,5998
1/1/2014,Prada,5977
1/1/2014,Tiffany & Co.,5936
1/1/2014,Sprite,5646
1/1/2014,Burberry,5594
1/1/2014,Kia,5396
1/1/2014,Banco Santander,5382
1/1/2014,Starbucks,5382
1/1/2014,Adobe,5333
1/1/2014,Johnson & Johnson,5194
1/1/2014,John Deere,5124
1/1/2014,MTV,5102
1/1/2014,DHL,5084
1/1/2014,Chevrolet,5036
1/1/2014,Ralph Lauren,4979
1/1/2014,Duracell,4935
1/1/2014,Jack Daniel's,4884
1/1/2014,Johnnie Walker,4842
1/1/2014,Harley-Davidson,4772
1/1/2014,Mastercard,4758
1/1/2014,Kleenex,4643
1/1/2014,Smirnoff,4609
1/1/2014,Land Rover,4473
1/1/2014,FedEx,4414
1/1/2014,Corona,4387
1/1/2014,Huawei,4313
1/1/2014,Heineken,4221
1/1/2014,Pizza Hut,4196
1/1/2014,Hugo Boss,4143
1/1/2014,Nokia,4138
1/1/2014,Gap,4122
1/1/2014,Nintendo,4103
1/1/2015,Apple,170276
1/1/2015,Google,120314
1/1/2015,Coca-Cola,78423
1/1/2015,Microsoft,67670
1/1/2015,IBM,65095
1/1/2015,Toyota,49048
1/1/2015,Samsung,45297
1/1/2015,GE,42267
1/1/2015,McDonald's,39809
1/1/2015,Amazon,37948
1/1/2015,BMW,37212
1/1/2015,Mercedes-Benz,36711
1/1/2015,Disney,36514
1/1/2015,Intel,35415
1/1/2015,Cisco,29854
1/1/2015,Oracle,27283
1/1/2015,Nike,23070
1/1/2015,HP,23056
1/1/2015,Honda,22975
1/1/2015,Louis Vuitton,22250
1/1/2015,H&M,22222
1/1/2015,Gillette,22218
1/1/2015,Facebook,22029
1/1/2015,Pepsi,19622
1/1/2015,American Express,18922
1/1/2015,SAP,18768
1/1/2015,IKEA,16541
1/1/2015,Pampers,15267
1/1/2015,UPS,14723
1/1/2015,Zara,14031
1/1/2015,Budweiser,13943
1/1/2015,eBay,13940
1/1/2015,J.P. Morgan,13749
1/1/2015,Kellogg's,12637
1/1/2015,Volkswagen,12545
1/1/2015,NESCAF??,12257
1/1/2015,HSBC,11656
1/1/2015,Ford,11578
1/1/2015,Hyundai,11293
1/1/2015,Canon,11278
1/1/2015,Herm??s,10944
1/1/2015,Accenture,10800
1/1/2015,L'Or??al,10798
1/1/2015,Audi,10328
1/1/2015,Citi,9784
1/1/2015,Goldman Sachs,9526
1/1/2015,Philips,9400
1/1/2015,AXA,9254
1/1/2015,Nissan,9082
1/1/2015,Gucci,8882
1/1/2015,Danone,8632
1/1/2015,Nestl??,8588
1/1/2015,Siemens,8553
1/1/2015,Allianz,8498
1/1/2015,Colgate,8464
1/1/2015,Porsche,8055
1/1/2015,Cartier,7924
1/1/2015,Sony,7702
1/1/2015,3M,7243
1/1/2015,Morgan Stanley,7083
1/1/2015,Visa,6870
1/1/2015,adidas,6811
1/1/2015,Thomson Reuters,6583
1/1/2015,Discovery,6509
1/1/2015,Panasonic,6436
1/1/2015,Tiffany & Co.,6306
1/1/2015,Starbucks,6266
1/1/2015,Adobe,6257
1/1/2015,Prada,6222
1/1/2015,Banco Santander,6097
1/1/2015,Xerox,6033
1/1/2015,Caterpillar,5976
1/1/2015,Burberry,5873
1/1/2015,Kia,5666
1/1/2015,KFC,5639
1/1/2015,Mastercard,5551
1/1/2015,Johnson & Johnson,5533
1/1/2015,Shell,5530
1/1/2015,Harley-Davidson,5460
1/1/2015,DHL,5391
1/1/2015,Sprite,5365
1/1/2015,LEGO,5362
1/1/2015,John Deere,5208
1/1/2015,Jack Daniel's,5161
1/1/2015,Chevrolet,5133
1/1/2015,FedEx,5130
1/1/2015,Land Rover,5109
1/1/2015,Huawei,4952
1/1/2015,Heineken,4822
1/1/2015,MTV,4763
1/1/2015,Ralph Lauren,4629
1/1/2015,Johnnie Walker,4540
1/1/2015,Corona,4456
1/1/2015,Smirnoff,4407
1/1/2015,Kleenex,4330
1/1/2015,Hugo Boss,4270
1/1/2015,PayPal,4251
1/1/2015,MINI,4243
1/1/2015,Mo?®t & Chandon,4131
1/1/2015,Lenovo,4114
1/1/2016,Apple,178119
1/1/2016,Google,133252
1/1/2016,Coca-Cola,73102
1/1/2016,Microsoft,72795
1/1/2016,Toyota,53580
1/1/2016,IBM,52500
1/1/2016,Samsung,51808
1/1/2016,Amazon,50338
1/1/2016,Mercedes-Benz,43490
1/1/2016,GE,43130
1/1/2016,BMW,41535
1/1/2016,McDonald's,39381
1/1/2016,Disney,38790
1/1/2016,Intel,36952
1/1/2016,Facebook,32593
1/1/2016,Cisco,30948
1/1/2016,Oracle,26552
1/1/2016,Nike,25034
1/1/2016,Louis Vuitton,23998
1/1/2016,H&M,22681
1/1/2016,Honda,22106
1/1/2016,SAP,21293
1/1/2016,Pepsi,20265
1/1/2016,Gillette,19950
1/1/2016,American Express,18358
1/1/2016,IKEA,17834
1/1/2016,Zara,16766
1/1/2016,Pampers,16134
1/1/2016,UPS,15333
1/1/2016,Budweiser,15099
1/1/2016,J.P. Morgan,14227
1/1/2016,eBay,13136
1/1/2016,Ford,12962
1/1/2016,Herm??s,12833
1/1/2016,Hyundai,12547
1/1/2016,NESCAF??,12517
1/1/2016,Accenture,12033
1/1/2016,Audi,11799
1/1/2016,Kellogg's,11711
1/1/2016,Volkswagen,11436
1/1/2016,Philips,11336
1/1/2016,Canon,11081
1/1/2016,Nissan,11066
1/1/2016,Hewlett Packard Enterprise,11027
1/1/2016,L'Or??al,10930
1/1/2016,AXA,10579
1/1/2016,HSBC,10458
1/1/2016,HP,10386
1/1/2016,Citi,10276
1/1/2016,Porsche,9537
1/1/2016,Allianz,9528
1/1/2016,Siemens,9415
1/1/2016,Gucci,9385
1/1/2016,Goldman Sachs,9378
1/1/2016,Danone,9197
1/1/2016,Nestl??,8708
1/1/2016,Colgate,8413
1/1/2016,Sony,8315
1/1/2016,3M,8199
1/1/2016,adidas,7885
1/1/2016,Visa,7747
1/1/2016,Cartier,7738
1/1/2016,Adobe,7586
1/1/2016,Starbucks,7490
1/1/2016,Morgan Stanley,7200
1/1/2016,Thomson Reuters,6830
1/1/2016,LEGO,6691
1/1/2016,Panasonic,6365
1/1/2016,Kia,6326
1/1/2016,Banco Santander,6223
1/1/2016,Discovery,5944
1/1/2016,Huawei,5835
1/1/2016,Johnson & Johnson,5790
1/1/2016,Tiffany & Co.,5761
1/1/2016,KFC,5742
1/1/2016,Mastercard,5736
1/1/2016,DHL,5708
1/1/2016,Land Rover,5696
1/1/2016,FedEx,5579
1/1/2016,Harley-Davidson,5527
1/1/2016,Prada,5504
1/1/2016,Caterpillar,5425
1/1/2016,Burberry,5362
1/1/2016,Xerox,5290
1/1/2016,Jack Daniel's,5193
1/1/2016,Sprite,5148
1/1/2016,Heineken,5123
1/1/2016,MINI,4986
1/1/2016,Dior,4909
1/1/2016,PayPal,4839
1/1/2016,John Deere,4815
1/1/2016,Shell,4599
1/1/2016,Corona,4509
1/1/2016,MTV,4320
1/1/2016,Johnnie Walker,4317
1/1/2016,Smirnoff,4252
1/1/2016,Mo?®t & Chandon,4118
1/1/2016,Ralph Lauren,4092
1/1/2016,Lenovo,4045
1/1/2016,Tesla,4011
1/1/2017,Apple,184154
1/1/2017,Google,141703
1/1/2017,Microsoft,79999
1/1/2017,Coca-Cola,69733
1/1/2017,Amazon,64796
1/1/2017,Samsung,56249
1/1/2017,Toyota,50291
1/1/2017,Facebook,48188
1/1/2017,Mercedes-Benz,47829
1/1/2017,IBM,46829
1/1/2017,GE,44208
1/1/2017,McDonald's,41533
1/1/2017,BMW,41521
1/1/2017,Disney,40772
1/1/2017,Intel,39459
1/1/2017,Cisco,31930
1/1/2017,Oracle,27466
1/1/2017,Nike,27021
1/1/2017,Louis Vuitton,22919
1/1/2017,Honda,22696
1/1/2017,SAP,22635
1/1/2017,Pepsi,20491
1/1/2017,H&M,20488
1/1/2017,Zara,18573
1/1/2017,IKEA,18472
1/1/2017,Gillette,18200
1/1/2017,American Express,17787
1/1/2017,Pampers,16416
1/1/2017,UPS,16387
1/1/2017,J.P. Morgan,15749
1/1/2017,Budweiser,15375
1/1/2017,Herm??s,14210
1/1/2017,Ford,13643
1/1/2017,eBay,13224
1/1/2017,Hyundai,13193
1/1/2017,NESCAF??,12661
1/1/2017,Accenture,12471
1/1/2017,Audi,12023
1/1/2017,Nissan,11534
1/1/2017,Volkswagen,11522
1/1/2017,Philips,11519
1/1/2017,AXA,11073
1/1/2017,Kellogg's,10972
1/1/2017,Goldman Sachs,10864
1/1/2017,L'Or??al,10674
1/1/2017,Citi,10599
1/1/2017,HSBC,10534
1/1/2017,Porsche,10129
1/1/2017,Allianz,10059
1/1/2017,Siemens,9982
1/1/2017,Gucci,9969
1/1/2017,Canon,9788
1/1/2017,HP,9541
1/1/2017,Danone,9322
1/1/2017,adidas,9216
1/1/2017,Adobe,9060
1/1/2017,Hewlett Packard Enterprise,8951
1/1/2017,3M,8947
1/1/2017,Nestl??,8728
1/1/2017,Starbucks,8704
1/1/2017,Sony,8474
1/1/2017,Colgate,8325
1/1/2017,Morgan Stanley,8205
1/1/2017,Visa,7815
1/1/2017,Cartier,7547
1/1/2017,Thomson Reuters,7100
1/1/2017,LEGO,7024
1/1/2017,Banco Santander,6702
1/1/2017,Kia,6683
1/1/2017,Huawei,6676
1/1/2017,Mastercard,6350
1/1/2017,FedEx,6255
1/1/2017,Land Rover,6095
1/1/2017,Johnson & Johnson,6041
1/1/2017,Panasonic,5983
1/1/2017,DHL,5715
1/1/2017,Harley-Davidson,5671
1/1/2017,Netflix,5592
1/1/2017,Discovery,5411
1/1/2017,PayPal,5408
1/1/2017,Tiffany & Co.,5394
1/1/2017,Jack Daniel's,5332
1/1/2017,KFC,5313
1/1/2017,Salesforce.com,5224
1/1/2017,Heineken,5181
1/1/2017,Burberry,5135
1/1/2017,MINI,5114
1/1/2017,Ferrari,4876
1/1/2017,Caterpillar,4868
1/1/2017,Sprite,4842
1/1/2017,Shell,4823
1/1/2017,John Deere,4783
1/1/2017,Corona,4776
1/1/2017,Prada,4716
1/1/2017,Dior,4587
1/1/2017,Johnnie Walker,4405
1/1/2017,Smirnoff,4288
1/1/2017,Tesla,4009
1/1/2017,Mo?®t & Chandon,4006
1/1/2017,Lenovo,4004
1/1/2018,Apple,214480
1/1/2018,Google,155506
1/1/2018,Amazon,100764
1/1/2018,Microsoft,92715
1/1/2018,Coca-Cola,66341
1/1/2018,Samsung,59890
1/1/2018,Toyota,53404
1/1/2018,Mercedes-Benz,48601
1/1/2018,Facebook,45168
1/1/2018,McDonald's,43417
1/1/2018,Intel,43293
1/1/2018,IBM,42972
1/1/2018,BMW,41006
1/1/2018,Disney,39874
1/1/2018,Cisco,34575
1/1/2018,GE,32757
1/1/2018,Nike,30120
1/1/2018,Louis Vuitton,28152
1/1/2018,Oracle,26133
1/1/2018,Honda,23682
1/1/2018,SAP,22885
1/1/2018,Pepsi,20798
1/1/2018,Chanel,20005
1/1/2018,American Express,19139
1/1/2018,Zara,17712
1/1/2018,J.P. Morgan,17567
1/1/2018,IKEA,17458
1/1/2018,Gillette,16864
1/1/2018,UPS,16849
1/1/2018,H&M,16826
1/1/2018,Pampers,16617
1/1/2018,Herm??s,16372
1/1/2018,Budweiser,15627
1/1/2018,Accenture,14214
1/1/2018,Ford,13995
1/1/2018,Hyundai,13535
1/1/2018,NESCAF??,13053
1/1/2018,eBay,13017
1/1/2018,Gucci,12942
1/1/2018,Nissan,12213
1/1/2018,Volkswagen,12201
1/1/2018,Audi,12187
1/1/2018,Philips,12104
1/1/2018,Goldman Sachs,11769
1/1/2018,Citi,11577
1/1/2018,HSBC,11208
1/1/2018,AXA,11118
1/1/2018,L'Or??al,11102
1/1/2018,Allianz,10821
1/1/2018,adidas,10772
1/1/2018,Adobe,10748
1/1/2018,Porsche,10707
1/1/2018,Kellogg's,10634
1/1/2018,HP,10433
1/1/2018,Canon,10380
1/1/2018,Siemens,10132
1/1/2018,Starbucks,9615
1/1/2018,Danone,9533
1/1/2018,Sony,9316
1/1/2018,3M,9104
1/1/2018,Visa,9021
1/1/2018,Nestl??,8938
1/1/2018,Morgan Stanley,8802
1/1/2018,Colgate,8659
1/1/2018,Hewlett Packard Enterprise,8157
1/1/2018,Netflix,8111
1/1/2018,Cartier,7646
1/1/2018,Huawei,7578
1/1/2018,Banco Santander,7547
1/1/2018,Mastercard,7545
1/1/2018,Kia,6925
1/1/2018,FedEx,6890
1/1/2018,PayPal,6621
1/1/2018,LEGO,6533
1/1/2018,Salesforce.com,6432
1/1/2018,Panasonic,6293
1/1/2018,Johnson & Johnson,6231
1/1/2018,Land Rover,6221
1/1/2018,DHL,5881
1/1/2018,Ferrari,5760
1/1/2018,Discovery,5755
1/1/2018,Caterpillar,5730
1/1/2018,Tiffany & Co.,5642
1/1/2018,Jack Daniel's,5641
1/1/2018,Corona,5517
1/1/2018,KFC,5481
1/1/2018,Heineken,5393
1/1/2018,John Deere,5375
1/1/2018,Shell,5276
1/1/2018,MINI,5254
1/1/2018,Dior,5223
1/1/2018,Spotify,5176
1/1/2018,Harley-Davidson,5161
1/1/2018,Burberry,4989
1/1/2018,Prada,4812
1/1/2018,Sprite,4733
1/1/2018,Johnnie Walker,4731
1/1/2018,Hennessy,4722
1/1/2018,Nintendo,4696
1/1/2018,Subaru,4214
1/1/2019,Apple,234241
1/1/2019,Google,167713
1/1/2019,Amazon,125263
1/1/2019,Microsoft,108847
1/1/2019,Coca-Cola,63365
1/1/2019,Samsung,61098
1/1/2019,Toyota,56246
1/1/2019,Mercedes-Benz,50832
1/1/2019,McDonald's,45362
1/1/2019,Disney,44352
1/1/2019,BMW,41440
1/1/2019,IBM,40381
1/1/2019,Intel,40197
1/1/2019,Facebook,39857
1/1/2019,Cisco,35559
1/1/2019,Nike,32376
1/1/2019,Louis Vuitton,32223
1/1/2019,Oracle,26288
1/1/2019,GE,25566
1/1/2019,SAP,25092
1/1/2019,Honda,24422
1/1/2019,Chanel,22134
1/1/2019,American Express,21629
1/1/2019,Pepsi,20488
1/1/2019,J.P. Morgan,19044
1/1/2019,IKEA,18407
1/1/2019,UPS,18072
1/1/2019,Herm??s,17920
1/1/2019,Zara,17175
1/1/2019,H&M,16345
1/1/2019,Accenture,16205
1/1/2019,Budweiser,16018
1/1/2019,Gucci,15949
1/1/2019,Pampers,15773
1/1/2019,Ford,14325
1/1/2019,Hyundai,14156
1/1/2019,Gillette,13753
1/1/2019,NESCAF??,13605
1/1/2019,Adobe,12937
1/1/2019,Volkswagen,12921
1/1/2019,Citi,12697
1/1/2019,Audi,12689
1/1/2019,Allianz,12078
1/1/2019,eBay,12010
1/1/2019,adidas,11992
1/1/2019,AXA,11830
1/1/2019,HSBC,11816
1/1/2019,Starbucks,11798
1/1/2019,Philips,11661
1/1/2019,Porsche,11652
1/1/2019,L'Or??al,11589
1/1/2019,Nissan,11502
1/1/2019,Goldman Sachs,11352
1/1/2019,HP,10891
1/1/2019,Visa,10756
1/1/2019,Sony,10514
1/1/2019,Kellogg's,10419
1/1/2019,Siemens,10259
1/1/2019,Danone,9915
1/1/2019,Nestl??,9534
1/1/2019,Canon,9482
1/1/2019,Mastercard,9430
1/1/2019,Dell,9086
1/1/2019,3M,9035
1/1/2019,Netflix,8963
1/1/2019,Colgate,8824
1/1/2019,Banco Santander,8521
1/1/2019,Cartier,8192
1/1/2019,Morgan Stanley,8185
1/1/2019,Salesforce.com,8004
1/1/2019,Hewlett Packard Enterprise,7909
1/1/2019,PayPal,7604
1/1/2019,FedEx,6998
1/1/2019,Huawei,6887
1/1/2019,LEGO,6884
1/1/2019,Caterpillar,6791
1/1/2019,Ferrari,6458
1/1/2019,Kia,6428
1/1/2019,Corona,6369
1/1/2019,Jack Daniel's,6347
1/1/2019,Panasonic,6189
1/1/2019,Dior,6045
1/1/2019,DHL,5987
1/1/2019,John Deere,5883
1/1/2019,Land Rover,5855
1/1/2019,Johnson & Johnson,5720
1/1/2019,Uber,5714
1/1/2019,Heineken,5626
1/1/2019,Nintendo,5550
1/1/2019,MINI,5532
1/1/2019,Discovery,5525
1/1/2019,Spotify,5516
1/1/2019,KFC,5509
1/1/2019,Tiffany & Co.,5335
1/1/2019,Hennessy,5297
1/1/2019,Burberry,5205
1/1/2019,Shell,5105
1/1/2019,LinkedIn,4836
1/1/2019,Harley-Davidson,4793
1/1/2019,Prada,4781
